"fid","longitude","latitude","BD","CEC","Fragm","Sand","Silt","Clay","N","OCD","pH","SOC","A00","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A36","A37","A38","A39","A40","A41","A42","A43","A44","A45","A46","A47","A48","A49","A50","A51","A52","A53","A54","A55","A56","A57","A58","A59","A60","A61","A62","A63"
22,-79.2118,-7.9451,1.3717,12.5687,20.7074,78.3757,11.9339,9.7783,4.0381,15.3365,7.7,19.0414,-0.0711111111111111,0.124567474048443,0.0984236831987697,-0.0448442906574394,-0.186082276047674,0.000984236831987697,-0.0384467512495194,0.25196462898885,-0.0984236831987697,0.147697039600154,0.192910419069589,0.214133025759323,0.00301422529796232,0.103406382160707,0.0711111111111111,0.103406382160707,-0.16,-0.108512110726644,-0.0120569011918493,0.0199307958477509,-0.130165321030373,0.0448442906574394,-0.124567474048443,-0.0297731641676278,-0.0325413302575932,0.214133025759323,-0.166336024605921,0.0711111111111111,-0.130165321030373,-0.0517339484813533,-0.0448442906574394,-0.055363321799308,-0.186082276047674,-0.0354325259515571,0.135886197616301,0.259900038446751,0.17279507881584,0.0888273740868896,-0.0177777777777778,0.228896578239139,0.0325413302575932,-0.0271280276816609,-0.0935640138408305,-0.0669896193771626,0.013840830449827,-0.179377162629758,0.0711111111111111,-0.0842137639369473,0.0354325259515571,0.244152249134948,0.0297731641676278,0.16,0.0354325259515571,0.103406382160707,0.0711111111111111,-0.0157477893118032,0.00301422529796232,-0.0797231833910035,-0.228896578239139,0.0297731641676278,0.244152249134948,-0.221453287197232,-0.0448442906574394,0.0177777777777778
23,-79.211,-7.8888,1.4165,13.6598,16.0559,79.7215,11.5864,8.6922,4.7068,14.1773,7.4987,11.3353,0.00393694732795079,0.01039600153787,0.0888273740868896,0.0517339484813533,-0.16,0.0448442906574394,0.0629911572472126,0.0711111111111111,0.0591157247212611,0.0517339484813533,0.244152249134948,0.141730103806228,-0.166336024605921,0.0297731641676278,0.17279507881584,-0.0325413302575932,-0.0354325259515571,-0.0517339484813533,-0.103406382160707,-0.0384467512495194,0.135886197616301,0.179377162629758,-0.192910419069589,-0.0177777777777778,-0.186082276047674,0.0271280276816609,-0.0669896193771626,0.0157477893118032,0.0325413302575932,-0.00885813148788927,0.0984236831987697,-0.00744329104190696,-0.108512110726644,-0.16,0.055363321799308,0.301422529796232,0.103406382160707,-0.00055363321799308,-0.0384467512495194,0.228896578239139,-0.119092656670511,-0.16,-0.141730103806228,-0.055363321799308,-0.141730103806228,-0.166336024605921,0.013840830449827,0.0384467512495194,0.0669896193771626,0.0354325259515571,0.00615148019992311,0.199861591695502,-0.166336024605921,0.124567474048443,0.141730103806228,-0.0984236831987697,-0.113740868896578,-0.103406382160707,-0.113740868896578,0.141730103806228,0.310096116878124,-0.228896578239139,0.0935640138408305,0.0753556324490581
24,-79.1841,-7.8376,1.419,12.6929,16.756,76.1727,13.8173,10.0665,1.9256,11.474,8.0481,12.0875,-0.0246059207996924,0.17279507881584,0.0888273740868896,-0.0984236831987697,-0.228896578239139,-0.00055363321799308,0.0177777777777778,0.186082276047674,-0.013840830449827,0.0591157247212611,0.186082276047674,0.267958477508651,-0.0384467512495194,0.0354325259515571,0.119092656670511,0.141730103806228,-0.130165321030373,-0.16,0.000984236831987697,0.0629911572472126,-0.147697039600154,0.0842137639369473,-0.0448442906574394,-0.0415840061514802,-0.0753556324490581,0.124567474048443,-0.186082276047674,0.0517339484813533,-0.0753556324490581,-0.0246059207996924,-0.0591157247212611,-0.130165321030373,-0.119092656670511,-0.130165321030373,0.179377162629758,0.206935793925413,0.141730103806228,0.0591157247212611,-0.0797231833910035,0.141730103806228,0.00221453287197232,0.00615148019992311,-0.130165321030373,-0.0482276047673972,-0.103406382160707,-0.16,-0.00744329104190696,-0.0888273740868896,0.0297731641676278,0.267958477508651,-0.01039600153787,0.16,0.0591157247212611,0.0199307958477509,0.113740868896578,0.00221453287197232,-0.0246059207996924,-0.103406382160707,-0.228896578239139,0.0888273740868896,0.228896578239139,-0.276139946174548,-0.0888273740868896,0.0753556324490581
25,-79.2522,-7.8825,1.3745,12.6089,18.5562,80.6831,11.4672,7.8819,2.6674,13.8438,7.8546,16.4277,-0.130165321030373,0.0517339484813533,0.00615148019992311,0.0711111111111111,-0.141730103806228,-0.0177777777777778,-0.0448442906574394,0.119092656670511,-0.16,0.113740868896578,0.192910419069589,0.135886197616301,-0.124567474048443,0.0629911572472126,0.0415840061514802,-0.01039600153787,0.0354325259515571,0.0246059207996924,0.00153787004998078,0.113740868896578,0.113740868896578,0.214133025759323,-0.0984236831987697,-0.135886197616301,-0.0711111111111111,-0.00885813148788927,-0.0984236831987697,0.0591157247212611,-0.103406382160707,-0.0669896193771626,0.0222068435217224,-0.00498269896193772,-0.135886197616301,-0.214133025759323,-0.0297731641676278,0.186082276047674,-0.013840830449827,0.0984236831987697,-0.0935640138408305,0.301422529796232,0.108512110726644,-0.166336024605921,-0.0935640138408305,-0.130165321030373,-0.153787004998078,-0.221453287197232,0.192910419069589,-0.0629911572472126,0.0797231833910035,0.0842137639369473,0.0415840061514802,0.228896578239139,0.0984236831987697,0.0842137639369473,0.0591157247212611,-0.0325413302575932,-0.00615148019992311,-0.0448442906574394,-0.25196462898885,0.119092656670511,0.206935793925413,-0.267958477508651,0.0984236831987697,-0.0199307958477509
26,-79.1623,-7.8614,1.3937,14.4927,13.7988,80.6554,10.4628,8.8883,2.128,11.6218,7.2465,11.9315,-0.00885813148788927,0.055363321799308,0.214133025759323,-0.0448442906574394,-0.00221453287197232,-0.00615148019992311,0.0842137639369473,0.147697039600154,-0.0591157247212611,0.124567474048443,0.141730103806228,0.355309496347559,0.0199307958477509,0.166336024605921,0.17279507881584,0.0325413302575932,-0.055363321799308,-0.259900038446751,-0.103406382160707,-0.16,0.0753556324490581,0.00885813148788927,-0.0797231833910035,0.0591157247212611,-0.0222068435217224,0.153787004998078,-0.192910419069589,0.221453287197232,0.0711111111111111,-0.0325413302575932,0.0325413302575932,-0.0797231833910035,-0.0935640138408305,-0.0888273740868896,0.103406382160707,0.221453287197232,0.0629911572472126,0.0888273740868896,0.0384467512495194,0.199861591695502,0.0984236831987697,-0.147697039600154,-0.0797231833910035,-0.0753556324490581,0.0246059207996924,-0.199861591695502,0.0842137639369473,0.0199307958477509,-0.0797231833910035,0.0888273740868896,-0.013840830449827,0.17279507881584,-0.0354325259515571,-0.0448442906574394,0.141730103806228,-0.0888273740868896,-0.119092656670511,-0.01039600153787,-0.336855055747789,-0.0517339484813533,0.130165321030373,-0.0629911572472126,-0.00301422529796232,0.0246059207996924
27,-79.2053,-7.908,1.39,12.9039,17.5887,79.7053,12.0503,8.3103,3.3565,13.7156,7.6109,9.3341,-0.0629911572472126,0.141730103806228,0.0753556324490581,-0.00498269896193772,-0.141730103806228,-0.0222068435217224,0.0517339484813533,0.259900038446751,0.0591157247212611,0.0271280276816609,0.16,0.166336024605921,-0.0753556324490581,0.0888273740868896,0.0629911572472126,0.0591157247212611,-0.206935793925413,-0.192910419069589,-0.0177777777777778,-0.00393694732795079,-0.0984236831987697,0.0325413302575932,-0.17279507881584,0.0177777777777778,-0.0325413302575932,0.153787004998078,-0.214133025759323,0.0517339484813533,-0.0984236831987697,-0.0384467512495194,-0.0797231833910035,-0.147697039600154,-0.186082276047674,-0.0888273740868896,0.244152249134948,0.17279507881584,0.0842137639369473,0.108512110726644,-0.0711111111111111,0.141730103806228,-0.108512110726644,-0.0797231833910035,-0.135886197616301,-0.0384467512495194,-0.0629911572472126,-0.135886197616301,0.0517339484813533,-0.0629911572472126,0.0415840061514802,0.292871972318339,0.0517339484813533,0.206935793925413,-0.055363321799308,0.0384467512495194,0.0669896193771626,-0.0157477893118032,-0.0629911572472126,-0.135886197616301,-0.147697039600154,0.0415840061514802,0.236462898885044,-0.259900038446751,-0.108512110726644,-0.0157477893118032
28,-79.1777,-7.891,1.4213,13.299,14.8373,79.4856,11.8804,8.6076,1.2937,11.9241,7.8717,8.6877,0.00498269896193772,0.0984236831987697,0.186082276047674,0.000984236831987697,-0.0384467512495194,0.00393694732795079,0.124567474048443,0.153787004998078,-0.0753556324490581,0.108512110726644,0.135886197616301,0.364721261053441,-0.0297731641676278,0.113740868896578,0.186082276047674,0.0842137639369473,-0.0482276047673972,-0.221453287197232,-0.17279507881584,-0.108512110726644,0.0669896193771626,0.0753556324490581,-0.0842137639369473,0.0246059207996924,-0.0448442906574394,0.135886197616301,-0.135886197616301,0.221453287197232,0.0482276047673972,-0.0448442906574394,0.013840830449827,-0.0935640138408305,-0.0797231833910035,-0.119092656670511,0.0711111111111111,0.276139946174548,0.0448442906574394,0.119092656670511,-0.0448442906574394,0.119092656670511,0.0629911572472126,-0.153787004998078,-0.108512110726644,-0.0711111111111111,0.0629911572472126,-0.186082276047674,0.0629911572472126,0.0157477893118032,-0.0199307958477509,0.0984236831987697,-0.013840830449827,0.141730103806228,-0.0415840061514802,-0.0271280276816609,0.0842137639369473,-0.0888273740868896,-0.153787004998078,-0.0415840061514802,-0.336855055747789,-0.00885813148788927,0.141730103806228,-0.214133025759323,0.00744329104190696,0.0711111111111111
29,-79.1436,-7.7911,1.405,16.8779,12.5959,73.9036,15.7024,10.394,1.173,12.7044,7.785,10.1757,-0.0669896193771626,0.0797231833910035,0.0177777777777778,-0.0384467512495194,-0.119092656670511,-0.0711111111111111,0.0271280276816609,0.153787004998078,-0.228896578239139,0.166336024605921,0.108512110726644,0.244152249134948,-0.0157477893118032,0.0753556324490581,-0.01039600153787,-0.00615148019992311,0.00055363321799308,-0.0448442906574394,-0.0384467512495194,0.113740868896578,0.0271280276816609,0.17279507881584,-0.0669896193771626,-0.0325413302575932,-0.0297731641676278,0.130165321030373,-0.221453287197232,0.17279507881584,0.0177777777777778,-0.119092656670511,0.00615148019992311,0.00885813148788927,-0.119092656670511,-0.113740868896578,0.179377162629758,0.147697039600154,0.0711111111111111,0.119092656670511,-0.0753556324490581,0.17279507881584,0.0415840061514802,-0.259900038446751,-0.0984236831987697,-0.0629911572472126,-0.00498269896193772,-0.214133025759323,0.124567474048443,0.0629911572472126,0.0797231833910035,0.130165321030373,0.0448442906574394,0.179377162629758,0.0888273740868896,0.0415840061514802,0.0753556324490581,-0.108512110726644,-0.055363321799308,-0.0842137639369473,-0.310096116878124,0.0888273740868896,0.179377162629758,-0.318892733564014,0.0591157247212611,0.0222068435217224
30,-79.2344,-7.9477,1.3795,13.153,18.0492,79.6798,12.4177,7.9025,3.3686,13.6655,7.7117,15.7265,0.0629911572472126,0.0984236831987697,0.0415840061514802,-0.135886197616301,-0.130165321030373,0.108512110726644,0.0711111111111111,0.221453287197232,-0.135886197616301,0.0753556324490581,0.153787004998078,0.206935793925413,-0.0222068435217224,0.153787004998078,0.00744329104190696,0.0246059207996924,-0.0517339484813533,-0.135886197616301,-0.0797231833910035,0.103406382160707,-0.0271280276816609,0.124567474048443,-0.0297731641676278,-0.0415840061514802,-0.135886197616301,0.16,-0.17279507881584,0.166336024605921,-0.0753556324490581,-0.0157477893118032,-0.0415840061514802,-0.0711111111111111,-0.0935640138408305,-0.17279507881584,0.0482276047673972,0.206935793925413,0.00615148019992311,0.113740868896578,-0.0753556324490581,0.124567474048443,-0.0842137639369473,-0.192910419069589,-0.0669896193771626,0.0354325259515571,-0.00498269896193772,-0.17279507881584,0.0669896193771626,-0.0415840061514802,-0.00393694732795079,0.0384467512495194,-0.0157477893118032,0.0271280276816609,-0.00615148019992311,0.186082276047674,0.0517339484813533,-0.179377162629758,-0.0797231833910035,-0.16,-0.119092656670511,0.206935793925413,0.276139946174548,-0.364721261053441,0.113740868896578,-0.0935640138408305
31,-79.2463,-7.9373,1.3494,14.2453,12.9225,78.677,13.097,8.2077,3.5704,16.974,7.7725,16.7041,0.055363321799308,0.166336024605921,0.147697039600154,0.0297731641676278,-0.0797231833910035,0.0177777777777778,0.16,0.0797231833910035,-0.0199307958477509,0.228896578239139,0.147697039600154,0.318892733564014,0.0157477893118032,0.0629911572472126,0.124567474048443,0.113740868896578,-0.0517339484813533,-0.186082276047674,-0.186082276047674,-0.0711111111111111,-0.0711111111111111,0.124567474048443,-0.147697039600154,0.0711111111111111,-0.0482276047673972,0.214133025759323,-0.130165321030373,0.267958477508651,0.00885813148788927,-0.141730103806228,0.0120569011918493,-0.0325413302575932,-0.124567474048443,-0.103406382160707,0.0448442906574394,0.301422529796232,0.0482276047673972,0.0591157247212611,0.0297731641676278,0.147697039600154,0.0711111111111111,-0.0297731641676278,-0.0842137639369473,-0.0669896193771626,0.0448442906574394,-0.135886197616301,0.0591157247212611,-0.0325413302575932,-0.0222068435217224,0.0669896193771626,-0.0591157247212611,0.0842137639369473,-0.00153787004998078,0.0629911572472126,0.119092656670511,-0.103406382160707,-0.130165321030373,-0.0711111111111111,-0.292871972318339,0.0753556324490581,0.16,-0.192910419069589,0.0888273740868896,-0.00615148019992311
32,-79.1774,-7.8638,1.407,14.9801,17.2744,81.1255,9.7916,9.0695,2.1754,11.2706,7.5406,12.3118,-0.00498269896193772,0.166336024605921,0.108512110726644,-0.0354325259515571,-0.192910419069589,-0.0482276047673972,0.00393694732795079,0.206935793925413,0.0222068435217224,0.135886197616301,0.221453287197232,0.236462898885044,-0.0157477893118032,0.0984236831987697,0.135886197616301,0.0842137639369473,-0.179377162629758,-0.25196462898885,-0.0246059207996924,-0.00885813148788927,-0.119092656670511,0.0797231833910035,-0.16,-0.0753556324490581,-0.0448442906574394,0.221453287197232,-0.221453287197232,0.108512110726644,-0.0935640138408305,-0.013840830449827,-0.0384467512495194,-0.0888273740868896,-0.199861591695502,-0.124567474048443,0.113740868896578,0.192910419069589,0.0482276047673972,0.0984236831987697,-0.0354325259515571,0.206935793925413,-0.0517339484813533,0.0271280276816609,-0.108512110726644,-0.0448442906574394,-0.0482276047673972,-0.192910419069589,0.0888273740868896,-0.0935640138408305,0.0384467512495194,0.192910419069589,0.0753556324490581,0.153787004998078,0.0415840061514802,0.0711111111111111,0.0325413302575932,-0.0415840061514802,-0.0669896193771626,-0.16,-0.135886197616301,0.00615148019992311,0.199861591695502,-0.179377162629758,-0.0888273740868896,0.0222068435217224
33,-79.2705,-7.9398,1.2843,14.4864,19.4241,77.4188,14.6376,7.9457,3.4868,17.5575,7.3657,19.0269,-0.00498269896193772,0.16,0.0984236831987697,-0.0935640138408305,-0.166336024605921,0.0354325259515571,0.0325413302575932,0.228896578239139,0.0297731641676278,0.0842137639369473,0.166336024605921,0.166336024605921,-0.0753556324490581,0.0797231833910035,0.108512110726644,0.0842137639369473,-0.135886197616301,-0.166336024605921,-0.0591157247212611,0.0415840061514802,-0.16,0.055363321799308,-0.103406382160707,0.00055363321799308,-0.0482276047673972,0.214133025759323,-0.199861591695502,0.0669896193771626,-0.124567474048443,-0.0415840061514802,-0.0711111111111111,-0.0797231833910035,-0.17279507881584,-0.0591157247212611,0.236462898885044,0.199861591695502,0.135886197616301,0.0888273740868896,-0.0842137639369473,0.130165321030373,-0.0415840061514802,-0.0984236831987697,-0.113740868896578,-0.0157477893118032,-0.055363321799308,-0.153787004998078,0.0797231833910035,-0.113740868896578,0.0354325259515571,0.276139946174548,0.00615148019992311,0.135886197616301,-0.013840830449827,0.0711111111111111,0.119092656670511,-0.0711111111111111,-0.103406382160707,-0.135886197616301,-0.119092656670511,0.16,0.244152249134948,-0.25196462898885,-0.00885813148788927,-0.01039600153787
34,-79.1811,-7.8822,1.3957,15.0286,16.0992,81.3269,10.7848,7.9088,2.3904,12.2013,7.7848,11.8252,-0.0177777777777778,0.0753556324490581,0.153787004998078,0.055363321799308,-0.0797231833910035,-0.0448442906574394,0.192910419069589,0.124567474048443,-0.0384467512495194,0.0482276047673972,0.124567474048443,0.318892733564014,-0.0448442906574394,0.119092656670511,0.147697039600154,0.0842137639369473,-0.00744329104190696,-0.206935793925413,-0.199861591695502,-0.0984236831987697,0.0482276047673972,0.141730103806228,-0.0711111111111111,0.0935640138408305,-0.0482276047673972,0.141730103806228,-0.135886197616301,0.267958477508651,0.0297731641676278,-0.0753556324490581,-0.0354325259515571,-0.0888273740868896,-0.0888273740868896,-0.153787004998078,0.0711111111111111,0.228896578239139,-0.055363321799308,0.103406382160707,-0.0354325259515571,0.0888273740868896,0.0271280276816609,-0.141730103806228,-0.103406382160707,-0.0935640138408305,0.0482276047673972,-0.179377162629758,0.0888273740868896,0.00221453287197232,-0.013840830449827,0.0629911572472126,0.0354325259515571,0.108512110726644,-0.0888273740868896,-0.0157477893118032,0.103406382160707,-0.0888273740868896,-0.130165321030373,-0.0246059207996924,-0.374256055363322,0.0842137639369473,0.135886197616301,-0.228896578239139,0.0199307958477509,-0.00221453287197232
35,-79.1396,-7.7777,1.4,14.8243,12.8719,76.5033,15.069,8.4868,1.11,11.6667,7.7794,11.3641,-0.055363321799308,0.103406382160707,0.0935640138408305,-0.0222068435217224,-0.135886197616301,-0.00301422529796232,-0.01039600153787,0.119092656670511,-0.0797231833910035,0.0325413302575932,0.284444444444444,0.130165321030373,-0.186082276047674,0.124567474048443,0.0842137639369473,0.00393694732795079,0.013840830449827,-0.16,0.0199307958477509,0.00885813148788927,0.135886197616301,0.199861591695502,-0.166336024605921,-0.228896578239139,-0.124567474048443,-0.0888273740868896,-0.0711111111111111,0.0517339484813533,-0.0797231833910035,-0.0246059207996924,0.108512110726644,0.0629911572472126,-0.135886197616301,-0.199861591695502,-0.0354325259515571,0.192910419069589,-0.0935640138408305,0.135886197616301,-0.113740868896578,0.25196462898885,0.0448442906574394,-0.0935640138408305,-0.0415840061514802,-0.135886197616301,-0.179377162629758,-0.236462898885044,0.0842137639369473,-0.0842137639369473,0.0797231833910035,0.000246059207996924,0.0354325259515571,0.244152249134948,-0.000984236831987697,0.0415840061514802,0.0482276047673972,-0.00393694732795079,-0.00221453287197232,-0.0888273740868896,-0.153787004998078,0.141730103806228,0.228896578239139,-0.236462898885044,0.0517339484813533,0.0177777777777778
36,-79.1949,-7.9095,1.3882,13.8116,16.0768,80.0392,11.3089,8.6679,2.4525,13.9718,7.7,10.3664,0.0384467512495194,0.0888273740868896,0.124567474048443,-0.0517339484813533,-0.0482276047673972,0.0753556324490581,0.0888273740868896,0.108512110726644,-0.0384467512495194,0.119092656670511,0.0842137639369473,0.318892733564014,-0.0842137639369473,0.0325413302575932,0.206935793925413,0.141730103806228,-0.147697039600154,-0.0984236831987697,-0.141730103806228,-0.135886197616301,-0.0246059207996924,0.0842137639369473,-0.119092656670511,0.0753556324490581,-0.0888273740868896,0.17279507881584,-0.16,0.166336024605921,-0.013840830449827,-0.0753556324490581,0.0325413302575932,-0.0629911572472126,-0.055363321799308,-0.17279507881584,0.166336024605921,0.25196462898885,0.0842137639369473,0.0297731641676278,-0.0222068435217224,0.135886197616301,0.0753556324490581,-0.0888273740868896,-0.17279507881584,-0.0753556324490581,0.013840830449827,-0.124567474048443,0.0120569011918493,-0.013840830449827,-0.0935640138408305,0.17279507881584,-0.0482276047673972,0.179377162629758,-0.0629911572472126,-0.00498269896193772,0.124567474048443,-0.103406382160707,-0.0984236831987697,-0.0629911572472126,-0.292871972318339,0.108512110726644,0.236462898885044,-0.259900038446751,0.0222068435217224,-0.013840830449827
37,-79.1519,-7.8143,1.3802,14.8775,15.1359,75.942,13.5927,10.4653,1.18,12.3316,7.8,10.4743,-0.0448442906574394,0.0888273740868896,0.0753556324490581,-0.0157477893118032,-0.166336024605921,0.0177777777777778,0.0842137639369473,0.108512110726644,-0.0517339484813533,0.113740868896578,0.147697039600154,0.25196462898885,-0.103406382160707,0.0325413302575932,0.141730103806228,0.17279507881584,-0.192910419069589,-0.166336024605921,-0.166336024605921,-0.0271280276816609,-0.135886197616301,0.141730103806228,-0.0842137639369473,0.0354325259515571,-0.00393694732795079,0.199861591695502,-0.166336024605921,0.108512110726644,-0.0629911572472126,-0.055363321799308,-0.01039600153787,-0.0591157247212611,-0.135886197616301,-0.141730103806228,0.214133025759323,0.236462898885044,0.0354325259515571,0.119092656670511,-0.0354325259515571,0.0888273740868896,-0.00393694732795079,-0.0797231833910035,-0.141730103806228,-0.0482276047673972,0.0199307958477509,-0.135886197616301,0.0297731641676278,-0.000246059207996924,0.01039600153787,0.192910419069589,0.055363321799308,0.130165321030373,0.0591157247212611,-0.0271280276816609,0.0842137639369473,-0.0797231833910035,-0.0669896193771626,-0.0669896193771626,-0.355309496347559,0.108512110726644,0.186082276047674,-0.267958477508651,-0.0415840061514802,0.0448442906574394
38,-79.2088,-7.9396,1.4064,11.8262,21.3971,78.3265,12.4272,9.2441,3.9271,13.1532,7.4057,17.2344,-0.0297731641676278,0.199861591695502,0.0797231833910035,-0.0517339484813533,-0.199861591695502,0.0271280276816609,0.013840830449827,0.267958477508651,-0.0935640138408305,0.166336024605921,0.179377162629758,0.221453287197232,0.00744329104190696,0.108512110726644,0.0482276047673972,0.0888273740868896,-0.16,-0.17279507881584,-0.0199307958477509,0.00615148019992311,-0.130165321030373,0.0297731641676278,-0.17279507881584,-0.0177777777777778,-0.0354325259515571,0.25196462898885,-0.17279507881584,0.0984236831987697,-0.0842137639369473,-0.0354325259515571,-0.0797231833910035,-0.0246059207996924,-0.186082276047674,-0.0297731641676278,0.141730103806228,0.284444444444444,0.124567474048443,0.0629911572472126,-0.0246059207996924,0.192910419069589,0.00615148019992311,-0.0120569011918493,-0.0984236831987697,-0.0842137639369473,0.0120569011918493,-0.153787004998078,0.0797231833910035,-0.0711111111111111,0.01039600153787,0.228896578239139,0.055363321799308,0.135886197616301,0.00393694732795079,0.0888273740868896,0.0325413302575932,-0.0517339484813533,-0.0448442906574394,-0.0711111111111111,-0.17279507881584,0.0384467512495194,0.214133025759323,-0.244152249134948,-0.0246059207996924,-0.0120569011918493
39,-79.17,-7.8438,1.3863,15.6266,17.2878,68.7533,19.4587,11.802,1.8757,13.0798,7.498,12.4249,-0.0482276047673972,0.113740868896578,0.0842137639369473,-0.0842137639369473,-0.214133025759323,0.0354325259515571,-0.0177777777777778,0.166336024605921,-0.0591157247212611,0.0415840061514802,0.214133025759323,0.214133025759323,-0.130165321030373,0.141730103806228,0.130165321030373,0.0984236831987697,-0.166336024605921,0.00301422529796232,0.0222068435217224,0.00744329104190696,-0.103406382160707,0.135886197616301,-0.0888273740868896,-0.124567474048443,-0.0797231833910035,0.0297731641676278,-0.166336024605921,0.00301422529796232,-0.0935640138408305,-0.0222068435217224,0.00498269896193772,-0.0984236831987697,-0.153787004998078,-0.199861591695502,0.179377162629758,0.186082276047674,0.0984236831987697,0.0935640138408305,-0.124567474048443,0.179377162629758,-0.0935640138408305,-0.0935640138408305,-0.147697039600154,-0.0842137639369473,-0.113740868896578,-0.124567474048443,0.0415840061514802,-0.055363321799308,0.103406382160707,0.221453287197232,0.0797231833910035,0.221453287197232,-0.0297731641676278,-0.01039600153787,0.0669896193771626,0.0157477893118032,0.00885813148788927,-0.166336024605921,-0.0842137639369473,0.0415840061514802,0.284444444444444,-0.284444444444444,-0.013840830449827,0.0246059207996924
40,-79.1552,-7.7989,1.38,16.5964,14.6424,73.7676,15.3229,10.8489,1.1993,14.7171,7.7292,13.8917,-0.0271280276816609,0.0669896193771626,0.0157477893118032,-0.0325413302575932,-0.17279507881584,0.0120569011918493,0.013840830449827,0.186082276047674,-0.103406382160707,0.108512110726644,0.199861591695502,0.228896578239139,-0.0325413302575932,0.135886197616301,0.147697039600154,0.0384467512495194,-0.147697039600154,-0.166336024605921,-0.0415840061514802,0.0629911572472126,-0.01039600153787,0.113740868896578,-0.124567474048443,-0.0842137639369473,-0.0482276047673972,0.119092656670511,-0.141730103806228,0.0842137639369473,-0.0669896193771626,-0.0482276047673972,-0.0517339484813533,0.000246059207996924,-0.244152249134948,-0.147697039600154,0.153787004998078,0.236462898885044,0.0482276047673972,0.130165321030373,-0.0753556324490581,0.221453287197232,0.0157477893118032,-0.113740868896578,-0.119092656670511,-0.0984236831987697,-0.0354325259515571,-0.199861591695502,0.119092656670511,-0.0842137639369473,0.0222068435217224,0.119092656670511,0.0935640138408305,0.199861591695502,0.0888273740868896,0.00885813148788927,0.0711111111111111,-0.0325413302575932,-0.0297731641676278,-0.055363321799308,-0.292871972318339,0.0842137639369473,0.236462898885044,-0.244152249134948,0.0448442906574394,0.00615148019992311
41,-79.1985,-7.8757,1.38,14.8633,20.5964,78.9919,13.0404,7.9677,5.318,14.6821,7.4826,12.1125,-0.0246059207996924,0.192910419069589,0.103406382160707,-0.108512110726644,-0.179377162629758,-0.0199307958477509,0.00498269896193772,0.276139946174548,-0.0297731641676278,0.0888273740868896,0.186082276047674,0.199861591695502,-0.0222068435217224,0.153787004998078,0.0753556324490581,0.0591157247212611,-0.199861591695502,-0.124567474048443,0.0325413302575932,0.055363321799308,-0.113740868896578,0.0669896193771626,-0.166336024605921,-0.0797231833910035,-0.0297731641676278,0.17279507881584,-0.166336024605921,0.0222068435217224,-0.119092656670511,-0.0177777777777778,-0.0354325259515571,-0.103406382160707,-0.221453287197232,-0.0797231833910035,0.206935793925413,0.221453287197232,0.0935640138408305,0.103406382160707,-0.0629911572472126,0.17279507881584,-0.0669896193771626,-0.0629911572472126,-0.135886197616301,-0.0415840061514802,-0.0629911572472126,-0.130165321030373,0.0984236831987697,-0.0629911572472126,0.0384467512495194,0.25196462898885,0.0984236831987697,0.16,-0.0271280276816609,0.108512110726644,0.0271280276816609,-0.00393694732795079,-0.0384467512495194,-0.135886197616301,-0.0984236831987697,-0.0482276047673972,0.228896578239139,-0.206935793925413,-0.0935640138408305,0.0753556324490581
42,-79.2208,-7.8714,1.3854,13.0132,17.6367,80.2765,12.1327,7.6581,4.9406,13.4394,7.6,10.9795,0.0517339484813533,0.0797231833910035,0.0842137639369473,-0.0669896193771626,-0.0415840061514802,0.0753556324490581,0.0711111111111111,0.141730103806228,-0.0629911572472126,0.166336024605921,0.147697039600154,0.310096116878124,-0.0517339484813533,0.0669896193771626,0.179377162629758,0.153787004998078,-0.166336024605921,-0.0384467512495194,-0.0935640138408305,-0.17279507881584,-0.17279507881584,0.00615148019992311,-0.153787004998078,0.0517339484813533,-0.0384467512495194,0.17279507881584,-0.147697039600154,0.17279507881584,-0.0711111111111111,-0.0984236831987697,0.0222068435217224,-0.0415840061514802,-0.0753556324490581,-0.166336024605921,0.186082276047674,0.244152249134948,0.0984236831987697,0.00885813148788927,0.0246059207996924,0.214133025759323,0.0753556324490581,-0.00615148019992311,-0.147697039600154,-0.0984236831987697,0.0448442906574394,-0.119092656670511,-0.0415840061514802,-0.0448442906574394,-0.0669896193771626,0.192910419069589,-0.0448442906574394,0.166336024605921,-0.0591157247212611,0.0177777777777778,0.0984236831987697,-0.055363321799308,-0.0297731641676278,-0.130165321030373,-0.214133025759323,0.0591157247212611,0.259900038446751,-0.221453287197232,0.0384467512495194,0.00615148019992311
